timestamp,host,level,message,Sentiment,Confidence,Keyword_cluster
2024-11-19 01:53:00,,ERROR,CPU usage is critically high: 88%. Immediate action required.,Neutral,0.31803423166275024,server
2024-11-19 01:55:00,,INFO,Kubernetes operation completed successfully. Processed 1500 records in 2.35 seconds.,Positive,0.722551703453064,unknown
2024-11-19 01:56:00,,ERROR,Task 'task_api_sync' in DAG 'dag_data_ingestion' failed after 3 retries. Error: Data validation error in step 2.,Negative,0.4974234104156494,airflow
2024-11-19 01:57:00,,ERROR,Azure encountered an issue. Exception: NullPointerException in thread 'main'.,Negative,0.3237053453922272,unknown
2024-11-19 01:59:00,,ERROR,Disk usage is critically high: 23%. Threshold exceeded on volume /dev/sda1.,Negative,0.43404078483581543,server
2024-11-19 02:07:00,,INFO,Disk usage is 60%. Disk space within acceptable limits.,Negative,0.32568296790122986,server
2024-11-19 02:11:00,,INFO,Kubernetes pod scaled up successfully. New replicas: 5.,Positive,0.7399508357048035,unknown
2024-11-19 02:16:00,,INFO,POST request to /healthcheck succeeded. Response code: 200 OK. Response size: 1.2MB.,Neutral,0.2605073153972626,unknown
2024-11-19 02:22:00,,INFO,Published message to topic 'topic_events' using AWS. Message delivery confirmed after 10 retries.,Negative,0.31514647603034973,kafka
2024-11-19 02:29:00,,ERROR,CPU usage is critically high: 16%. Immediate action required.,Neutral,0.32670217752456665,server
2024-11-19 02:39:00,,ERROR,Failed to consume message from topic 'topic_transactions' using Python. Error: TimeoutException after 30 seconds.,Negative,0.6504471302032471,kafka
2024-11-19 02:45:00,,INFO,PATCH request to /admin/dashboard succeeded. Response code: 200 OK. Response size: 1.2MB.,Neutral,0.2939448952674866,unknown
2024-11-19 02:47:00,,INFO,Docker container started successfully for service Kafka. Container ID: abcd1234efgh5678.,Positive,0.47287309169769287,unknown
2024-11-19 02:56:00,,INFO,PUT request to /api/v1/users succeeded. Response code: 200 OK. Response size: 1.2MB.,Negative,0.24844957888126373,api
2024-11-19 03:00:00,,INFO,Java operation completed successfully. Processed 1500 records in 2.35 seconds.,Positive,0.7265459299087524,unknown
2024-11-19 03:07:00,,ERROR,Python encountered an issue. Exception: NullPointerException in thread 'main'.,Neutral,0.29035651683807373,unknown
2024-11-19 03:08:00,,ERROR,Oreder pipeline container ETL failures . Pod ID: kube_pod12345.,Negative,0.718826174736023,unknown
2024-11-19 03:12:00,,ERROR,Disk usage is critically high: 49%. Threshold exceeded on volume /dev/sda1.,Negative,0.41377970576286316,server
2024-11-19 03:14:00,,INFO,Task 'task_api_sync' in DAG 'dag_sales_pipeline' completed successfully in 45 seconds.,Positive,0.49709492921829224,airflow
2024-11-19 03:19:00,,INFO,Kubernetes pod scaled up successfully. New replicas: 5.,Positive,0.7399508357048035,unknown
2024-11-19 03:22:00,,ERROR,Phone number 9123456789 could not be added due to a duplicate record conflict in the database.,Negative,0.4470262825489044,database
2024-11-19 03:24:00,,ERROR,Task 'task_api_sync' in DAG 'dag_data_ingestion' failed after 3 retries. Error: Service failures .,Negative,0.6400657296180725,airflow
2024-11-19 03:27:00,,ERROR,Python encountered an issue. Exception: NullPointerException in thread 'main'.,Neutral,0.29035651683807373,unknown
2024-11-19 03:29:00,,INFO,Disk usage is 58%. Disk space within acceptable limits.,Negative,0.3344818651676178,server
2024-11-19 03:30:00,,INFO,Phone number 9988776655 was successfully added to the system.,Positive,0.5713627338409424,unknown
2024-11-19 03:39:00,,INFO,Phone number 9123456789 was successfully added to the system.,Positive,0.5815085768699646,unknown
2024-11-19 03:48:00,,INFO,AWS operation completed successfully. Processed 1500 records in 2.35 seconds.,Positive,0.7193358540534973,unknown
2024-11-19 03:50:00,,ERROR,Docker container failed to start for service Kubernetes. Error log: Container crashed on startup.,Negative,0.7467762231826782,unknown
2024-11-19 04:00:00,,INFO,Disk usage is 51%. Disk space within acceptable limits.,Negative,0.3209311068058014,server
2024-11-19 04:05:00,,ERROR,Failed to consume message from topic 'topic_events' using Kubernetes. Error: TimeoutException after 30 seconds.,Negative,0.6667993664741516,kafka
2024-11-19 04:14:00,,ERROR,Kubernetes pod crash detected. Pod ID: kube_pod12345.,Negative,0.5957059860229492,unknown
2024-11-19 04:20:00,,ERROR,Lambda function execution failed in AWS. Error: Invalid parameters provided.,Negative,0.5555518865585327,aws
2024-11-19 05:00:00,,ERROR,Kubernetes encountered an issue. Exception: NullPointerException in thread 'main'.,Neutral,0.2948133051395416,unknown
2024-11-19 05:09:00,,INFO,PUT request to /admin/dashboard succeeded. Response code: 200 OK. Response size: 1.2MB.,Neutral,0.2565564215183258,api
2024-11-19 05:11:00,,INFO,Disk usage is 92%. Disk space within acceptable limits.,Negative,0.3658626973628998,server
2024-11-19 05:21:00,,INFO,Disk usage is 48%. Disk space within acceptable limits.,Negative,0.33145418763160706,server
2024-11-19 05:28:00,,INFO,Phone number 9876543210 was successfully added to the system.,Positive,0.6177729368209839,unknown
2024-11-19 05:29:00,,ERROR,CPU usage is critically high: 15%. Immediate action required.,Neutral,0.3407154083251953,server
2024-11-19 05:32:00,,INFO,Phone number 9876543210 was successfully added to the system.,Positive,0.6177729368209839,unknown
2024-11-19 05:37:00,,ERROR,Lambda function execution failed in AWS. Error: Invalid parameters provided.,Negative,0.5555518865585327,aws
2024-11-19 05:47:00,,ERROR,Kubernetes pod crash detected. Pod ID: kube_pod12345.,Negative,0.5957059860229492,unknown
2024-11-19 05:57:00,,INFO,GET request to /admin/dashboard succeeded. Response code: 200 OK. Response size: 1.2MB.,Neutral,0.29028841853141785,api
2024-11-19 06:04:00,,ERROR,Disk usage is critically high: 24%. Threshold exceeded on volume /dev/sda1.,Negative,0.42493852972984314,server
2024-11-19 06:13:00,,INFO,Task 'task_data_validation' in DAG 'dag_model_training' completed successfully in 45 seconds.,Positive,0.4973522126674652,airflow
2024-11-19 06:19:00,,ERROR,Task 'task_api_sync' in DAG 'dag_user_sync' failed after 3 retries. Error: Service failures .,Negative,0.6661378741264343,airflow
2024-11-19 06:20:00,,ERROR,Task 'task_model_training' in DAG 'dag_data_ingestion' failed after 3 retries. Error: Data validation error in step 2.,Negative,0.4574546813964844,airflow
2024-11-19 06:27:00,,INFO,PUT request to /api/v1/orders succeeded. Response code: 200 OK. Response size: 1.2MB.,Negative,0.25928255915641785,api
2024-11-19 06:32:00,,INFO,Task 'task_data_validation' in DAG 'dag_user_sync' completed successfully in 45 seconds.,Positive,0.474467933177948,airflow
2024-11-19 06:39:00,,ERROR,Phone number 9123456789 could not be added due to a duplicate record conflict in the database.,Negative,0.4470262825489044,database
2024-11-19 06:41:00,,ERROR,Docker container failed to start for service Airflow. Error log: Container crashed on startup.,Negative,0.7636429667472839,unknown
2024-11-19 06:46:00,,INFO,AWS operation completed successfully. Processed 1500 records in 2.35 seconds.,Positive,0.7193358540534973,unknown
2024-11-19 06:48:00,,ERROR,Oreder pipeline container ETL failures . Pod ID: kube_pod12345.,Negative,0.718826174736023,unknown
2024-11-19 06:57:00,,INFO,POST request to /admin/dashboard succeeded. Response code: 200 OK. Response size: 1.2MB.,Neutral,0.28708985447883606,unknown
2024-11-19 07:02:00,,INFO,Kubernetes pod scaled up successfully. New replicas: 5.,Positive,0.7399508357048035,unknown
2024-11-19 07:11:00,,INFO,Docker container started successfully for service Python. Container ID: abcd1234efgh5678.,Positive,0.45670321583747864,unknown
2024-11-19 07:13:00,,ERROR,Phone number 9123456789 could not be added due to a duplicate record conflict in the database.,Negative,0.4470262825489044,database
2024-11-19 07:23:00,,INFO,Disk usage is 45%. Disk space within acceptable limits.,Negative,0.32865357398986816,server
2024-11-19 07:27:00,,INFO,User john.doe@example.com logged in from IP 192.168.0.231. Login duration: 10 minutes.,Negative,0.4039461612701416,logging
2024-11-19 07:34:00,,ERROR,Kubernetes pod crash detected. Pod ID: kube_pod12345.,Negative,0.5957059860229492,unknown
2024-11-19 07:43:00,,ERROR,CPU usage is critically high: 74%. Immediate action required.,Neutral,0.32391953468322754,server
2024-11-19 07:51:00,,INFO,Kubernetes pod scaled up successfully. New replicas: 5.,Positive,0.7399508357048035,unknown
2024-11-19 08:01:00,,INFO,Task 'task_etl' in DAG 'dag_data_ingestion' completed successfully in 45 seconds.,Positive,0.4611484706401825,airflow
2024-11-19 08:09:00,,INFO,Phone number 9988776655 was successfully added to the system.,Positive,0.5713627338409424,unknown
2024-11-19 08:19:00,,ERROR,Phone number 9876543210 could not be added due to a duplicate record conflict in the database.,Negative,0.47658878564834595,database
2024-11-19 08:27:00,,ERROR,Phone number 9988776655 could not be added due to a duplicate record conflict in the database.,Negative,0.45775938034057617,database
2024-11-19 08:33:00,,ERROR,Task 'task_model_training' in DAG 'dag_user_sync' failed after 3 retries. Error: Service failures .,Negative,0.6265330910682678,airflow
2024-11-19 08:35:00,,ERROR,AWS encountered an issue. Exception: NullPointerException in thread 'main'.,Negative,0.3568454384803772,unknown
2024-11-19 08:37:00,,INFO,Lambda function executed successfully in AWS. Execution duration: 250ms.,Positive,0.5993630290031433,aws
2024-11-19 08:42:00,,INFO,Disk usage is 91%. Disk space within acceptable limits.,Negative,0.3648906350135803,server
2024-11-19 08:47:00,,INFO,Kubernetes pod scaled up successfully. New replicas: 5.,Positive,0.7399508357048035,unknown
2024-11-19 08:55:00,,INFO,Task 'task_model_training' in DAG 'dag_sales_pipeline' completed successfully in 45 seconds.,Positive,0.5412514805793762,airflow
2024-11-19 08:58:00,,ERROR,PUT request to /healthcheck failed. Response code: 500 Internal Server Error. Error details: Missing authentication token.,Negative,0.7714254856109619,api
2024-11-19 10:00:00,,ERROR,Task 'task_api_sync' in DAG 'dag_user_sync' failed after 3 retries. Error: Service failures .,Negative,0.6661378741264343,airflow
2024-11-19 10:08:00,,INFO,CPU usage is 40%. Threshold not exceeded. System operating normally.,Neutral,0.41789713501930237,server
2024-11-19 10:18:00,,ERROR,Docker container failed to start for service Python. Error log: Container crashed on startup.,Negative,0.7345687747001648,unknown
2024-11-19 10:20:00,,ERROR,Task 'task_data_validation' in DAG 'dag_model_training' failed after 3 retries. Error: Service failures .,Negative,0.6087582111358643,airflow
2024-11-19 10:23:00,,ERROR,Lambda function execution failed in AWS. Error: Invalid parameters provided.,Negative,0.5555518865585327,aws
2024-11-19 10:24:00,,INFO,Kubernetes operation completed successfully. Processed 1500 records in 2.35 seconds.,Positive,0.722551703453064,unknown
2024-11-19 10:27:00,,INFO,Published message to topic 'topic_events' using Azure. Message delivery confirmed after 10 retries.,Negative,0.35335081815719604,kafka
2024-11-19 10:35:00,,INFO,GET request to /admin/dashboard succeeded. Response code: 200 OK. Response size: 1.2MB.,Neutral,0.29028841853141785,api
2024-11-19 10:40:00,,INFO,Task 'task_model_training' in DAG 'dag_sales_pipeline' completed successfully in 45 seconds.,Positive,0.5412514805793762,airflow
2024-11-19 10:47:00,,INFO,Published message to topic 'topic_events' using Python. Message delivery confirmed after 10 retries.,Negative,0.2831365168094635,kafka
2024-11-19 10:52:00,,ERROR,Task 'task_api_sync' in DAG 'dag_data_ingestion' failed after 3 retries. Error: Data validation error in step 2.,Negative,0.4974234104156494,airflow
2024-11-19 11:01:00,,INFO,Phone number 9876543210 was successfully added to the system.,Positive,0.6177729368209839,unknown
2024-11-19 11:05:00,,ERROR,POST request to /admin/dashboard failed. Response code: 500 Internal Server Error. Error details: Missing authentication token.,Negative,0.7174092531204224,api
2024-11-19 11:15:00,,INFO,User alice.smith@test.com logged in from IP 192.168.0.242. Login duration: 10 minutes.,Negative,0.3256540596485138,logging
2024-11-19 11:23:00,,INFO,Lambda function executed successfully in AWS. Execution duration: 250ms.,Positive,0.5993630290031433,aws
2024-11-19 11:26:00,,INFO,Published message to topic 'topic_events' using Java. Message delivery confirmed after 10 retries.,Negative,0.28579145669937134,kafka
2024-11-19 11:36:00,,INFO,Docker container started successfully for service Java. Container ID: abcd1234efgh5678.,Positive,0.47784021496772766,unknown
2024-11-19 11:38:00,,INFO,POST request to /api/v1/orders succeeded. Response code: 200 OK. Response size: 1.2MB.,Negative,0.25938382744789124,api
2024-11-19 11:48:00,,INFO,Lambda function executed successfully in AWS. Execution duration: 250ms.,Positive,0.5993630290031433,aws
2024-11-19 11:56:00,,ERROR,Docker container failed to start for service AWS. Error log: Container crashed on startup.,Negative,0.7494619488716125,unknown
2024-11-19 12:06:00,,INFO,Docker container started successfully for service Python. Container ID: abcd1234efgh5678.,Positive,0.45670321583747864,unknown
2024-11-19 12:11:00,,INFO,Task 'task_etl' in DAG 'dag_sales_pipeline' completed successfully in 45 seconds.,Positive,0.5539898872375488,airflow
2024-11-19 12:19:00,,INFO,Published message to topic 'topic_transactions' using Python. Message delivery confirmed after 10 retries.,Negative,0.2964997887611389,kafka
2024-11-19 12:23:00,,INFO,Disk usage is 38%. Disk space within acceptable limits.,Negative,0.3560732901096344,server
2024-11-19 12:33:00,,INFO,Kubernetes pod scaled up successfully. New replicas: 5.,Positive,0.7399508357048035,unknown
2024-11-19 12:42:00,,ERROR,Phone number 9123456789 could not be added due to a duplicate record conflict in the database.,Negative,0.4470262825489044,database
2024-11-19 12:44:00,,INFO,Published message to topic 'topic_orders' using Docker. Message delivery confirmed after 10 retries.,Negative,0.4097488820552826,kafka
2024-11-19 12:47:00,,INFO,User alice.smith@test.com logged in from IP 192.168.0.150. Login duration: 10 minutes.,Negative,0.3131527900695801,logging
2024-11-19 12:52:00,,INFO,GET request to /healthcheck succeeded. Response code: 200 OK. Response size: 1.2MB.,Neutral,0.257419228553772,api
2024-11-19 12:53:00,,INFO,Disk usage is 44%. Disk space within acceptable limits.,Negative,0.3517562747001648,server
2024-11-19 13:01:00,,ERROR,Task 'task_data_validation' in DAG 'dag_user_sync' failed after 3 retries. Error: Data validation error in step 2.,Negative,0.5214836597442627,airflow
2024-11-19 13:11:00,,ERROR,Failed to consume message from topic 'topic_transactions' using Python. Error: TimeoutException after 30 seconds.,Negative,0.6504471302032471,kafka
2024-11-19 13:16:00,,INFO,User john.doe@example.com logged in from IP 192.168.0.146. Login duration: 10 minutes.,Negative,0.39450880885124207,logging
2024-11-19 13:19:00,,ERROR,CPU usage is critically high: 73%. Immediate action required.,Neutral,0.33417534828186035,server
2024-11-19 13:28:00,,ERROR,Lambda function execution failed in AWS. Error: Invalid parameters provided.,Negative,0.5555518865585327,aws
2024-11-19 13:34:00,,ERROR,GET request to /api/v2/transactions failed. Response code: 500 Internal Server Error. Error details: Missing authentication token.,Negative,0.7298580408096313,database
2024-11-19 13:40:00,,INFO,Kubernetes pod scaled up successfully. New replicas: 5.,Positive,0.7399508357048035,unknown
2024-11-19 13:44:00,,INFO,Docker container started successfully for service Java. Container ID: abcd1234efgh5678.,Positive,0.47784021496772766,unknown
2024-11-19 13:45:00,,ERROR,Disk usage is critically high: 63%. Threshold exceeded on volume /dev/sda1.,Negative,0.42006468772888184,server
2024-11-19 13:51:00,,ERROR,Task 'task_model_training' in DAG 'dag_data_ingestion' failed after 3 retries. Error: Service failures .,Negative,0.6138944029808044,airflow
2024-11-19 15:00:00,,ERROR,Failed to consume message from topic 'topic_orders' using Docker. Error: TimeoutException after 30 seconds.,Negative,0.7010474801063538,kafka
2024-11-19 15:01:00,,INFO,User alice.smith@test.com logged in from IP 192.168.0.229. Login duration: 10 minutes.,Negative,0.3226606249809265,logging
2024-11-19 15:03:00,,ERROR,Docker container failed to start for service AWS. Error log: Container crashed on startup.,Negative,0.7494619488716125,unknown
2024-11-19 15:12:00,,INFO,Disk usage is 94%. Disk space within acceptable limits.,Negative,0.35629385709762573,server
2024-11-19 15:21:00,,INFO,Task 'task_api_sync' in DAG 'dag_sales_pipeline' completed successfully in 45 seconds.,Positive,0.49709492921829224,airflow
2024-11-19 15:26:00,,INFO,Lambda function executed successfully in AWS. Execution duration: 250ms.,Positive,0.5993630290031433,aws
2024-11-19 15:36:00,,INFO,Docker operation completed successfully. Processed 1500 records in 2.35 seconds.,Positive,0.7248876094818115,unknown
2024-11-19 15:46:00,,ERROR,Oreder pipeline container ETL failures . Pod ID: kube_pod12345.,Negative,0.718826174736023,unknown
2024-11-19 15:55:00,,ERROR,Task 'task_api_sync' in DAG 'dag_user_sync' failed after 3 retries. Error: Data validation error in step 2.,Negative,0.5205107927322388,airflow
2024-11-19 15:58:00,,INFO,Published message to topic 'topic_orders' using AWS. Message delivery confirmed after 10 retries.,Negative,0.3944624662399292,kafka
2024-11-19 16:03:00,,ERROR,Failed to consume message from topic 'topic_users' using Java. Error: TimeoutException after 30 seconds.,Negative,0.6726062893867493,kafka
2024-11-19 16:08:00,,INFO,CPU usage is 40%. Threshold not exceeded. System operating normally.,Neutral,0.41789713501930237,server
2024-11-19 16:14:00,,ERROR,PATCH request to /api/v1/users failed. Response code: 500 Internal Server Error. Error details: Missing authentication token.,Negative,0.700718104839325,api
2024-11-19 16:19:00,,ERROR,Lambda function execution failed in AWS. Error: Invalid parameters provided.,Negative,0.5555518865585327,aws
2024-11-19 16:24:00,,INFO,DELETE request to /admin/dashboard succeeded. Response code: 200 OK. Response size: 1.2MB.,Negative,0.38349205255508423,api
2024-11-19 16:33:00,,INFO,Phone number 9876543210 was successfully added to the system.,Positive,0.6177729368209839,unknown
2024-11-19 16:40:00,,INFO,User user123@domain.org logged in from IP 192.168.0.252. Login duration: 10 minutes.,Negative,0.43720218539237976,logging
2024-11-19 16:44:00,,ERROR,Kubernetes pod crash detected. Pod ID: kube_pod12345.,Negative,0.5957059860229492,unknown
2024-11-19 16:51:00,,INFO,CPU usage is 22%. Threshold not exceeded. System operating normally.,Neutral,0.4048517346382141,server
2024-11-19 17:00:00,,INFO,Phone number 9988776655 was successfully added to the system.,Positive,0.5713627338409424,unknown
2024-11-19 17:04:00,,INFO,Task 'task_model_training' in DAG 'dag_model_training' completed successfully in 45 seconds.,Positive,0.5338311791419983,airflow
2024-11-19 17:13:00,,INFO,CPU usage is 61%. Threshold not exceeded. System operating normally.,Neutral,0.4053386151790619,server
2024-11-19 17:22:00,,INFO,Phone number 9988776655 was successfully added to the system.,Positive,0.5713627338409424,unknown
2024-11-19 17:25:00,,INFO,Published message to topic 'topic_transactions' using Kafka. Message delivery confirmed after 10 retries.,Negative,0.3690232038497925,kafka
2024-11-19 17:30:00,,ERROR,Disk usage is critically high: 32%. Threshold exceeded on volume /dev/sda1.,Negative,0.4411446452140808,server
2024-11-19 17:35:00,,ERROR,Oreder pipeline container ETL failures . Pod ID: kube_pod12345.,Negative,0.718826174736023,unknown
2024-11-19 17:45:00,,ERROR,Docker container failed to start for service Kubernetes. Error log: Container crashed on startup.,Negative,0.7467762231826782,unknown
2024-11-19 17:48:00,,ERROR,Kubernetes pod crash detected. Pod ID: kube_pod12345.,Negative,0.5957059860229492,unknown
2024-11-19 17:51:00,,INFO,Kubernetes pod scaled up successfully. New replicas: 5.,Positive,0.7399508357048035,unknown
2024-11-19 18:00:00,,ERROR,Docker container failed to start for service Airflow. Error log: Container crashed on startup.,Negative,0.7636429667472839,unknown
2024-11-19 18:04:00,,ERROR,Oreder pipeline container ETL failures . Pod ID: kube_pod12345.,Negative,0.718826174736023,unknown
2024-11-19 18:07:00,,INFO,Published message to topic 'topic_events' using AWS. Message delivery confirmed after 10 retries.,Negative,0.31514647603034973,kafka
2024-11-19 18:09:00,,ERROR,Oreder pipeline container ETL failures . Pod ID: kube_pod12345.,Negative,0.718826174736023,unknown
2024-11-19 18:12:00,,INFO,Docker container started successfully for service Docker. Container ID: abcd1234efgh5678.,Positive,0.5142744779586792,unknown
2024-11-19 18:15:00,,ERROR,Python encountered an issue. Exception: NullPointerException in thread 'main'.,Neutral,0.29035651683807373,unknown
2024-11-19 18:17:00,,ERROR,Disk usage is critically high: 55%. Threshold exceeded on volume /dev/sda1.,Negative,0.4248359799385071,server
2024-11-19 18:24:00,,INFO,Task 'task_api_sync' in DAG 'dag_sales_pipeline' completed successfully in 45 seconds.,Positive,0.49709492921829224,airflow
2024-11-19 18:30:00,,ERROR,Failed to consume message from topic 'topic_events' using Java. Error: TimeoutException after 30 seconds.,Negative,0.6432079076766968,kafka
2024-11-19 18:36:00,,ERROR,POST request to /healthcheck failed. Response code: 500 Internal Server Error. Error details: Missing authentication token.,Negative,0.7338770627975464,api
2024-11-19 18:44:00,,INFO,Lambda function executed successfully in AWS. Execution duration: 250ms.,Positive,0.5993630290031433,aws
2024-11-19 19:00:00,,ERROR,Kubernetes encountered an issue. Exception: NullPointerException in thread 'main'.,Neutral,0.2948133051395416,unknown
2024-11-19 19:06:00,,ERROR,Kubernetes pod crash detected. Pod ID: kube_pod12345.,Negative,0.5957059860229492,unknown
2024-11-19 19:14:00,,INFO,Phone number 9876543210 was successfully added to the system.,Positive,0.6177729368209839,unknown
2024-11-19 19:21:00,,ERROR,Kubernetes pod crash detected. Pod ID: kube_pod12345.,Negative,0.5957059860229492,unknown
2024-11-19 19:29:00,,INFO,Phone number 9988776655 was successfully added to the system.,Positive,0.5713627338409424,unknown
2024-11-19 19:30:00,,INFO,Disk usage is 40%. Disk space within acceptable limits.,Negative,0.3483163118362427,server
2024-11-19 19:36:00,,ERROR,Lambda function execution failed in AWS. Error: Invalid parameters provided.,Negative,0.5555518865585327,aws
2024-11-19 19:44:00,,INFO,Task 'task_data_validation' in DAG 'dag_data_ingestion' completed successfully in 45 seconds.,Positive,0.39531928300857544,airflow
